war_id,war_name,war_type,war_type_code,start_date,end_date,belligerents_side1,belligerents_side2,initiator,outcome,total_deaths,where_fought,source_file
ES401,Second Franco-Madagascan,Extra-State War (国家对外战争),3,1894-06-16,1895-10-01,France,Madagasar,,胜利 (Victory),6000,拉美 (Latin America),Extra-StateWarData_v4.0.csv
ES402,Second Dutch-Bali,Extra-State War (国家对外战争),3,1894-07-01,1894-11-22,Netherlands,Bali,Netherlands,胜利 (Victory),1000,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IS73,First Sino-Japanese,Inter-State War (国家间战争),1,1894-07-25,1895-03-30,Japan,China,Japan,胜利 (Victory),15000,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN625,Third Peru,Intra-State War (国内战争-中央政府),4,1894-10-15,1895-03-19,Peru,Liberals,,失败 (Defeat),-18,北美 (North America),Intra-StateWarData_v4.1.csv
IN623,Tonghak Rebellion,Intra-State War (国内战争-中央政府),4,1894-10-24,1894-11-28,Japan; Korea,-8; Tonghak Society,,胜利 (Victory),-35,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN626,Fifth Colombian,Intra-State War (国内战争-中央政府),4,1895-01-22,1895-03-15,Colombia,Liberals,,胜利 (Victory),1200,北美 (North America),Intra-StateWarData_v4.1.csv
ES403,Portuguese-Gaza Empire,Extra-State War (国家对外战争),3,1895-02-01,1895-12-28,Portugal,Gaza Empire,Portugal,胜利 (Victory),50,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IN627,Ecuador Liberals,Intra-State War (国内战争-中央政府),4,1895-02-18,1895-09-22,Ecuador,liberal caudillos,,失败 (Defeat),1000,北美 (North America),Intra-StateWarData_v4.1.csv
ES404,Second Spanish-Cuban,Extra-State War (国家对外战争),2,1895-02-24,1898-04-21,Spain,Cuba,,转型 (Transformed),59000,北美 (North America),Extra-StateWarData_v4.0.csv
IN628,First Gansu Muslim,Intra-State War (国内战争-地方政府),5,1895-04-01,1896-04-01,China,Gansu Muslims,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
ES405,Japan-Taiwanese,Extra-State War (国家对外战争),2,1895-05-29,1895-10-21,Japan,Taiwanese,,胜利 (Victory),4800,亚洲 (Asia),Extra-StateWarData_v4.0.csv
ES406,Mazrui Rebellion,Extra-State War (国家对外战争),3,1895-07-03,1896-04-21,United Kingdom,Mazrui clan of Kenya,,胜利 (Victory),200,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IN630,Druze-Turkish,Intra-State War (国内战争-地方政府),5,1895-10-01,1896-01-01,Ottoman Empire,Druze,,胜利 (Victory),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
ES407,Second Italian-Ethiopian,Extra-State War (国家对外战争),3,1895-12-07,1896-10-21,Italy,Ethiopia,Italy,失败 (Defeat),9000,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IN631,Second Cretan,Intra-State War (国内战争-地方政府),5,1896-03-10,1897-02-14,Ottoman Empire,Cretan Muslims,,转型 (Transformed),-18,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
ES409,Second British-Mahdi,Extra-State War (国家对外战争),3,1896-06-07,1899-11-24,United Kingdom,Mahdist Empire,United Kingdom,胜利 (Victory),1200,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
ES410,Spanish-Philippine,Extra-State War (国家对外战争),2,1896-08-30,1898-05-01,Spain,Philippines,,转型 (Transformed),4000,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN632,Third Brazil-Canudos,Intra-State War (国内战争-地方政府),5,1896-10-01,1897-10-05,Brazil,Canudos,,胜利 (Victory),5200,北美 (North America),Intra-StateWarData_v4.1.csv
ES411,British-South Nigerian,Extra-State War (国家对外战争),3,1897-01-06,1897-02-25,United Kingdom,Nigeria,United Kingdom,胜利 (Victory),20,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IS76,Greco-Turkish,Inter-State War (国家间战争),1,1897-02-15,1897-05-19,Turkey,Greece,,胜利 (Victory),2000,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
ES412,British-Pathan,Extra-State War (国家对外战争),2,1897-07-26,1898-03-07,United Kingdom,Pathans,,胜利 (Victory),1100,亚洲 (Asia),Extra-StateWarData_v4.0.csv
ES413,Hut Tax,Extra-State War (国家对外战争),2,1898-02-01,1898-05-01,United Kingdom,Sierra Leone rebels,,胜利 (Victory),400,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IS79,Spanish-American,Inter-State War (国家间战争),1,1898-04-22,1898-08-12,United States of America,Spain,United States of America,胜利 (Victory),3685,Unknown,Inter-StateWarData_v4.0.csv
ES414,American-Philippine,Extra-State War (国家对外战争),2,1899-02-04,1902-07-04,United States of America,Philippines,,胜利 (Victory),4500,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN633,Fourth Venezuelan,Intra-State War (国内战争-中央政府),4,1899-05-24,1899-10-22,Venezuela,Castro Led Rebels,,失败 (Defeat),2100,北美 (North America),Intra-StateWarData_v4.1.csv
ES415,French Conquest of Chad,Extra-State War (国家对外战争),3,1899-07-17,1900-04-22,France,Rabih az-Zubayr,France,胜利 (Victory),125,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IN635,Second Yaqui War,Intra-State War (国内战争-地方政府),5,1899-07-21,1900-01-18,Mexico,Yaqui Indians,,胜利 (Victory),1600,北美 (North America),Intra-StateWarData_v4.1.csv
ES416,Second Boer War,Extra-State War (国家对外战争),3,1899-10-11,1902-05-31,United Kingdom,Boer Republics,,胜利 (Victory),22000,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IN636,Sixth Colombian (War of the 1000 Days),Intra-State War (国内战争-中央政府),4,1899-10-17,1902-11-21,Colombia,Liberals,,胜利 (Victory),100000,北美 (North America),Intra-StateWarData_v4.1.csv
ES417,Last Ashanti War,Extra-State War (国家对外战争),3,1900-04-02,1900-09-30,United Kingdom,Ashanti,,胜利 (Victory),1000,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IS82,Boxer Rebellion,Inter-State War (国家间战争),1,1900-06-17,1900-08-14,Russia; Japan; United States of America; United Kingdom; France,China,France,胜利 (Victory),3003,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IS83,Sino-Russian,Inter-State War (国家间战争),1,1900-07-17,1900-10-10,Russia,China,China,胜利 (Victory),4000,亚洲 (Asia),Inter-StateWarData_v4.0.csv
ES419,Somali Rebellion,Extra-State War (国家对外战争),2,1901-03-22,1904-04-21,United Kingdom; Ethiopia,Mohammad Abdullah Hassans Dervishes; -8,,胜利 (Victory),400,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IN638,Fifth Venezuelan,Intra-State War (国内战争-中央政府),4,1901-12-19,1903-07-19,Venezuela,Matos Led Rebels,,胜利 (Victory),4000,北美 (North America),Intra-StateWarData_v4.1.csv
ES421,Kuanhama Rebellion,Extra-State War (国家对外战争),3,1902-01-01,1904-01-01,Portugal,Kuanhama of Angola,,僵局 (Stalemate),2000,拉美 (Latin America),Extra-StateWarData_v4.0.csv
ES420,Bailundu Revolt,Extra-State War (国家对外战争),3,1902-01-01,1903-01-01,Portugal,Bailundu of Angola,,胜利 (Victory),0,拉美 (Latin America),Extra-StateWarData_v4.0.csv
ES422,British Conquest of Kano & Sokoto,Extra-State War (国家对外战争),3,1903-01-29,1903-07-27,United Kingdom,Kano & Sokoto,United Kingdom,胜利 (Victory),0,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IN640,Ilinden,Intra-State War (国内战争-地方政府),5,1903-08-02,1903-11-02,Ottoman Empire,IMRO Rebels,,胜利 (Victory),6330,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
ES424,Second Dutch-Achinese,Extra-State War (国家对外战争),2,1904-01-01,1907-12-01,Netherlands,Aceh,,胜利 (Victory),13000,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN641,First Uruguay,Intra-State War (国内战争-中央政府),4,1904-01-01,1904-09-01,Uruguay,Blancos,,胜利 (Victory),-18,北美 (North America),Intra-StateWarData_v4.1.csv
ES423,South West African Revolt,Extra-State War (国家对外战争),2,1904-01-12,1906-05-04,Germany,Herero & Nama,,胜利 (Victory),1800,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IS85,Russo-Japanese,Inter-State War (国家间战争),1,1904-02-08,1905-09-15,Japan,Russia,Russia,胜利 (Victory),151831,亚洲 (Asia),Inter-StateWarData_v4.0.csv
ES425,Younghusband Expedition,Extra-State War (国家对外战争),3,1904-03-31,1904-09-07,United Kingdom,Tibet,United Kingdom,胜利 (Victory),300,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN642,Second Yemen Rebellion,Intra-State War (国内战争-地方政府),5,1904-11-08,1906-01-10,Ottoman Empire,Imam Yahya's forces,,僵局 (Stalemate),29991,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN643,Bloody Sunday,Intra-State War (国内战争-中央政府),4,1905-01-22,1906-01-01,Russia,Workers/Peasants,,胜利 (Victory),1491,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
ES426,Maji-Maji Revolt,Extra-State War (国家对外战争),2,1905-07-31,1906-06-01,Germany,Maji-Maji in Tanganyika,,胜利 (Victory),3440,拉美 (Latin America),Extra-StateWarData_v4.0.csv
ES427,Sokoto Uprising,Extra-State War (国家对外战争),2,1906-01-01,1906-03-10,United Kingdom,Mahdist rebels,,胜利 (Victory),80,拉美 (Latin America),Extra-StateWarData_v4.0.csv
ES429,Third British-Zulu,Extra-State War (国家对外战争),2,1906-03-05,1906-06-10,United Kingdom,Zulu,,胜利 (Victory),56,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IS88,Third Central American,Inter-State War (国家间战争),1,1906-05-27,1906-07-20,Guatemala,Honduras; El Salvador,Guatemala,胜利 (Victory),1000,北美 (North America),Inter-StateWarData_v4.0.csv
ES430,Dembos War,Extra-State War (国家对外战争),3,1907-01-01,1910-01-01,Portugal,Dembos,Portugal,胜利 (Victory),100,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IS91,Fourth Central American,Inter-State War (国家间战争),1,1907-02-19,1907-04-23,Nicaragua,El Salvador; Honduras,Honduras,胜利 (Victory),1000,北美 (North America),Inter-StateWarData_v4.0.csv
IN645,Romanian Peasant Revolt,Intra-State War (国内战争-中央政府),4,1907-03-15,1907-04-30,Romania,Peasants,,胜利 (Victory),1991,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
ES431,Anti-Foreign Revolt,Extra-State War (国家对外战争),3,1907-07-30,1910-01-01,France,Sheikh Ma Al-Ainie,France,胜利 (Victory),150,拉美 (Latin America),Extra-StateWarData_v4.0.csv
ES432,Japan-Korean Guerrillas,Extra-State War (国家对外战争),2,1907-08-01,1910-08-16,Japan,Korea,,胜利 (Victory),136,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN646,Overthrow of Abd el-Aziz,Intra-State War (国内战争-中央政府),4,1907-08-07,1908-06-15,France; Morocco,-8; Mulai el-Hafid,,失败 (Defeat),1392,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN648,Young Turks Counter-coup,Intra-State War (国内战争-中央政府),4,1909-04-14,1909-04-28,Ottoman Empire,Anti-government troops,,胜利 (Victory),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN647,Iranian Constitution War,Intra-State War (国内战争-中央政府),4,1909-04-30,1909-07-17,Russia; Iran,-8; Constitutionalists,,失败 (Defeat),74,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
ES433,French Conquest of Wadai,Extra-State War (国家对外战争),3,1909-05-01,1911-01-01,France,Wadai sultanate,France,胜利 (Victory),4000,拉美 (Latin America),Extra-StateWarData_v4.0.csv
IS94,Second Spanish-Moroccan,Inter-State War (国家间战争),1,1909-07-07,1910-03-23,Spain,Morocco,Morocco,胜利 (Victory),10000,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IN650,Second Albanian Revolt,Intra-State War (国内战争-地方政府),5,1910-03-01,1912-10-16,Ottoman Empire,Albania,,转型 (Transformed),-18,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN651,Asir-Yemen Revolt,Intra-State War (国内战争-地方政府),5,1910-10-15,1911-10-09,Ottoman Empire,Yemen & Asir Imam Ibn Idris & Sayyid Muhammad,,僵局 (Stalemate),9000,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN652,Third Mexican,Intra-State War (国内战争-中央政府),4,1910-11-20,1914-07-15,Mexico,Liberals & Radicals,,失败 (Defeat),93750,北美 (North America),Intra-StateWarData_v4.1.csv
IN656,Paraguay,Intra-State War (国内战争-中央政府),4,1911-07-15,1912-05-11,Paraguay,Radicals,,失败 (Defeat),5000,北美 (North America),Intra-StateWarData_v4.1.csv
IS97,Italian-Turkish,Inter-State War (国家间战争),1,1911-09-29,1912-10-18,Italy,Turkey,Turkey,胜利 (Victory),20000,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
IN657,First Nationalist,Intra-State War (国内战争-中央政府),4,1911-10-11,1911-12-31,China,Nat. Rel. Alliance,,失败 (Defeat),1000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN670,Ecuadorian Civil War,Intra-State War (国内战争-地方政府),5,1912-01-01,1914-01-01,Ecuador,Esmeraldas province,,胜利 (Victory),-18,北美 (North America),Intra-StateWarData_v4.1.csv
ES435,First Sino-Tibetan,Extra-State War (国家对外战争),2,1912-03-01,1913-01-01,China,Tibet,,失败 (Defeat),2000,亚洲 (Asia),Extra-StateWarData_v4.0.csv
ES434,French-Berber,Extra-State War (国家对外战争),2,1912-03-31,1912-09-06,France,Berbers,,胜利 (Victory),200,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN658,Cuban Black Uprising,Intra-State War (国内战争-地方政府),5,1912-05-20,1912-06-27,Cuba,Patri do Indepentente,,胜利 (Victory),1050,北美 (North America),Intra-StateWarData_v4.1.csv
IS100,First Balkan,Inter-State War (国家间战争),1,1912-10-17,1913-04-19,Greece; Bulgaria; Yugoslavia,Turkey,Yugoslavia,胜利 (Victory),82000,Unknown,Inter-StateWarData_v4.0.csv
ES436,Moroccan Berber,Extra-State War (国家对外战争),2,1913-03-26,1915-05-16,France; Spain,Berbers; Berbers,France,释放 (Released),900,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
ES437,Moro Rebellion,Extra-State War (国家对外战争),2,1913-06-11,1913-10-22,United States,Moro,United States,胜利 (Victory),50,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN671,Second Nationalist,Intra-State War (国内战争-中央政府),4,1913-07-12,1913-09-01,China,Republicans,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS103,Second Balkan,Inter-State War (国家间战争),1,1913-07-15,1913-07-30,Turkey; Yugoslavia; Greece; Romania,Bulgaria,,胜利 (Victory),60500,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN672,China Pai Ling (White Wolf),Intra-State War (国内战争-地方政府),5,1914-03-15,1914-09-15,China,Pai-Lings,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS106,World War I,Inter-State War (国家间战争),1,1914-07-29,1918-11-11,Yugoslavia; Russia; United Kingdom; Japan; Portugal; Belgium; Greece; Romania; France; Italy; United States of America,Bulgaria; Turkey; Germany; Austria-Hungary,Germany,胜利 (Victory),8578031,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN673,Fourth Mexican,Intra-State War (国内战争-中央政府),4,1915-03-15,1917-02-05,United States; Mexico,-8; Conventionists,,胜利 (Victory),31257,北美 (North America),Intra-StateWarData_v4.1.csv
IN675,Southern China Revolt,Intra-State War (国内战争-地方政府),5,1916-01-01,1918-11-17,China,Yunnan Rebels,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN676,Russia-Turkestan,Intra-State War (国内战争-地方政府),5,1916-07-04,1917-02-27,Russia,Kirghiz & Kazaks,,胜利 (Victory),1350,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
ES440,Second Sino-Tibetan,Extra-State War (国家对外战争),3,1918-01-07,1918-08-01,China,Tibet,China,僵局 (Stalemate),1000,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN680,Finnish Civil War,Intra-State War (国内战争-中央政府),4,1918-04-03,1918-05-16,Germany; -8; Finland,-8; USSR; Red Guard,,胜利 (Victory),15134,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
ES441,Caco Revolt,Extra-State War (国家对外战争),2,1918-10-17,1920-05-19,United States,Caco Rebels,,胜利 (Victory),98,北美 (North America),Extra-StateWarData_v4.0.csv
IN681,Western Ukrainian,Intra-State War (国内战争-非政府),6,1918-11-01,1919-02-13,Ukraine Poles,Ukrainians,,转型 (Transformed),-18,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IS107,Estonian Liberation,Inter-State War (国家间战争),1,1918-11-22,1920-01-03,Estonia; Finland,Russia,,胜利 (Victory),11750,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IS108,Latvian Liberation,Inter-State War (国家间战争),1,1918-12-07,1919-04-15,Germany; Estonia; Latvia,Russia; Germany,Germany,胜利 (Victory),13246,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN682,Sparticist Rising,Intra-State War (国内战争-非政府),7,1919-01-06,,Socialists,German Freikorps,,失败 (Defeat),2170,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IS109,Russo-Polish,Inter-State War (国家间战争),1,1919-02-14,1920-10-18,Poland,Russia,,胜利 (Victory),100000,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN683,Hungary's Red Terror,Intra-State War (国内战争-中央政府),4,1919-03-25,1920-02-15,Hungary,Anti-Communists,,失败 (Defeat),1500,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN677,Russian Civil War,Intra-State War (国内战争-中央政府),4,1919-04-15,1919-04-30,-8; -8; USSR; -8; -8; -8,Finland; Japan; Anti-Bolsheviks; United Kingdom; United States of America; France,,胜利 (Victory),802185,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IS112,Hungarian Adversaries,Inter-State War (国家间战争),1,1919-04-16,1919-08-04,Czechoslovakia; Romania,Hungary,Romania,胜利 (Victory),11000,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
ES442,Third British-Afghan,Extra-State War (国家对外战争),3,1919-05-03,1919-08-08,United Kingdom,Afghanistan,,妥协 (Compromise),1136,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IS115,Second Greco-Turkish,Inter-State War (国家间战争),1,1919-05-05,1922-10-11,Turkey,Greece,,胜利 (Victory),50000,Unknown,Inter-StateWarData_v4.0.csv
NS1567,First Nejd-Hejaz War,Non-State War (非国家战争),8,1919-05-25,1919-05-25,Nejd; -8,Hejaz; -8; -8; -8; -8,Nejd,胜利 (Victory),4000,中东/北非 (Middle East/North Africa),Non-StateWarData_v4.0.csv
ES443,First British-Waziristan,Extra-State War (国家对外战争),3,1919-05-26,1920-03-01,United Kingdom,Waziristan,,胜利 (Victory),800,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IS116,Franco-Turkish,Inter-State War (国家间战争),1,1919-11-01,1921-10-20,France,Turkey,France,妥协 (Compromise),40000,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
ES444,Franco-Syrian,Extra-State War (国家对外战争),3,1920-03-01,1920-08-07,France,Syrians,France,胜利 (Victory),3500,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
ES445,Iraqi-British,Extra-State War (国家对外战争),2,1920-06-05,1920-10-17,United Kingdom,Iraq,,胜利 (Victory),1040,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN685,First Chinese Warlord,Intra-State War (国内战争-非政府),7,1920-07-14,1920-07-19,Anhui army,Chihli & Fengtien,,失败 (Defeat),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS117,Lithuanian-Polish,Inter-State War (国家间战争),1,1920-07-15,1920-12-01,Poland,Lithuania,Poland,胜利 (Victory),1000,西欧 (Western Europe),Inter-StateWarData_v4.0.csv
IN686,Green Rebellion,Intra-State War (国内战争-地方政府),5,1920-08-01,1921-08-01,USSR,Peasants in Ta,,胜利 (Victory),6700,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN687,Gilan Marxists,Intra-State War (国内战争-中央政府),4,1920-08-10,1921-11-11,-8; Iran,USSR; SSRI,,胜利 (Victory),-35,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN688,Italian Fascist,Intra-State War (国内战争-非政府),7,1920-10-01,1922-10-01,Blackshirts,Leftists,,胜利 (Victory),3300,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN690,Kronstadt Rebellion,Intra-State War (国内战争-地方政府),5,1921-03-07,1921-03-18,USSR,Sailors,,胜利 (Victory),2600,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
ES446,Conquest of Mongolia,Extra-State War (国家对外战争),3,1921-05-28,1921-08-22,USSR; China,-8; Baron von Ungern-Sternbergs White army,,胜利 (Victory),4000,亚洲 (Asia),Extra-StateWarData_v4.0.csv
ES450,Moplah Rebellion,Extra-State War (国家对外战争),2,1921-08-20,1922-02-01,United Kingdom,Muslim Moplahs,,胜利 (Victory),50,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN691,Bashmachi in Turkestan,Intra-State War (国内战争-地方政府),5,1921-11-10,1923-07-01,USSR,Basmachi/Enver Pasha,,胜利 (Victory),3500,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN692,Second Chinese Warlord,Intra-State War (国内战争-非政府),7,1922-04-08,1922-05-05,Chihli army,Fengtien army,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
ES447,Italian-Sanusi,Extra-State War (国家对外战争),2,1923-03-23,1931-09-12,Italy,Sanusi tribe,,胜利 (Victory),5000,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN693,Agrarian Rising,Intra-State War (国内战争-中央政府),4,1923-09-23,1923-09-28,Bulgaria,Agrarian League,,胜利 (Victory),-18,西欧 (Western Europe),Intra-StateWarData_v4.1.csv
IN695,De La Huerta Rebellion,Intra-State War (国内战争-中央政府),4,1923-12-04,1924-02-01,Mexico,Huerta Led Rebels,,胜利 (Victory),-18,北美 (North America),Intra-StateWarData_v4.1.csv
IN696,Honduran Conservative,Intra-State War (国内战争-中央政府),4,1924-02-09,1924-03-31,Honduras,Conservatives,,失败 (Defeat),-18,北美 (North America),Intra-StateWarData_v4.1.csv
IN697,First Afghan Anti-Reform,Intra-State War (国内战争-中央政府),4,1924-03-15,1925-01-15,Afghanistan,Khost rebels (anti-reformists),,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
NS1568,Second Nejd-Hejaz War,Non-State War (非国家战争),8,1924-09-04,1925-12-23,Nejd; -8,Hejaz; -8; -8; -8; -8,Nejd,胜利 (Victory),0,中东/北非 (Middle East/North Africa),Non-StateWarData_v4.0.csv
ES449,Rif Rebellion,Extra-State War (国家对外战争),2,1925-04-12,1926-05-27,France; Spain,-8; Riffs,Spain,胜利 (Victory),60000,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
ES451,Franco-Druze,Extra-State War (国家对外战争),2,1925-07-18,1927-05-27,France,Druze,,胜利 (Victory),4000,中东/北非 (Middle East/North Africa),Extra-StateWarData_v4.0.csv
IN698,Third Chinese Warlord,Intra-State War (国内战争-非政府),6,1925-10-15,1926-04-20,Feng Yu-Lxiang army,Chang Tso-lin army,,失败 (Defeat),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN700,Chinese Northern Expedition,Intra-State War (国内战争-中央政府),4,1926-07-01,1928-06-30,War Lord Gov't.; -8,Guomindang; Japan,,失败 (Defeat),126492,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN701,Cristeros Revolt,Intra-State War (国内战争-中央政府),4,1926-08-31,1929-06-21,Mexico,Cristeros,,妥协 (Compromise),10000,北美 (North America),Intra-StateWarData_v4.1.csv
IN703,Second Gansu Muslim,Intra-State War (国内战争-地方政府),5,1928-01-01,1930-01-01,China,Gansu Muslims,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN702,Ethiopian Northern Resistance,Intra-State War (国内战争-地方政府),5,1928-08-01,1930-04-01,Ethiopia,Northern Resistance,,胜利 (Victory),-18,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IN705,Second Afghan Anti-Reform,Intra-State War (国内战争-中央政府),4,1928-11-10,1929-10-15,Afghanistan,Habibullah (anti-reformists),,胜利 (Victory),15000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN706,Intra-Guomindang,Intra-State War (国内战争-中央政府),4,1929-03-01,1930-11-04,China,War Lords,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN707,Escobar Rebellion,Intra-State War (国内战争-中央政府),4,1929-03-03,1929-05-04,Mexico,Escobar Led Rebels,,胜利 (Victory),2000,北美 (North America),Intra-StateWarData_v4.1.csv
IN708,Ikhwan Revolt,Intra-State War (国内战争-中央政府),4,1929-03-30,1930-01-10,Saudi Arabia,Ikhwan,,胜利 (Victory),5500,中东/北非 (Middle East/North Africa),Intra-StateWarData_v4.1.csv
IS118,Manchurian,Inter-State War (国家间战争),1,1929-08-17,1929-12-03,USSR,China,China,胜利 (Victory),3200,亚洲 (Asia),Inter-StateWarData_v4.0.csv
ES452,Yen Bai Uprising,Extra-State War (国家对外战争),2,1930-02-09,1931-01-01,France,Vietnamese Nationalists,,胜利 (Victory),1,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IN710,"Chinese Civil War, Phase 1",Intra-State War (国内战争-中央政府),4,1930-11-15,1936-12-31,China,Communists,,僵局 (Stalemate),500000,亚洲 (Asia),Intra-StateWarData_v4.1.csv
ES453,Saya San's Rebellion,Extra-State War (国家对外战争),2,1930-12-22,1932-06-01,United Kingdom,Peasant Rebels,,胜利 (Victory),140,亚洲 (Asia),Extra-StateWarData_v4.0.csv
IS121,Second Sino-Japanese,Inter-State War (国家间战争),1,1931-12-19,1933-05-22,Japan,China,China,胜利 (Victory),60000,亚洲 (Asia),Inter-StateWarData_v4.0.csv
IN712,Matanza,Intra-State War (国内战争-中央政府),4,1932-01-20,1932-01-29,El Salvador,Leftists,,胜利 (Victory),2600,北美 (North America),Intra-StateWarData_v4.1.csv
IN713,Aprista Revolt,Intra-State War (国内战争-中央政府),4,1932-05-07,1932-07-17,Peru,Aprista Rebels,,胜利 (Victory),1100,北美 (North America),Intra-StateWarData_v4.1.csv
IN715,Paulista Rebellion,Intra-State War (国内战争-中央政府),4,1932-06-09,1932-08-31,Brazil,Paolistas,,胜利 (Victory),-18,北美 (North America),Intra-StateWarData_v4.1.csv
IS124,Chaco,Inter-State War (国家间战争),1,1932-06-15,1935-06-12,Paraguay,Bolivia,,胜利 (Victory),92661,北美 (North America),Inter-StateWarData_v4.0.csv
IN711,Xinjiang Muslim Revolt,Intra-State War (国内战争-地方政府),5,1934-01-01,1934-08-01,USSR; China,-8; Central Asian Rebels,,胜利 (Victory),20992,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IN716,Fukien Revolt,Intra-State War (国内战争-中央政府),4,1934-01-05,1934-01-15,China,19th Route Army,,胜利 (Victory),-18,亚洲 (Asia),Intra-StateWarData_v4.1.csv
IS125,Saudi-Yemeni,Inter-State War (国家间战争),1,1934-03-20,1934-05-13,Saudi Arabia,Yemen Arab Republic,Yemen Arab Republic,胜利 (Victory),2100,中东/北非 (Middle East/North Africa),Inter-StateWarData_v4.0.csv
